date, pm25, pm10, o3, no2, so2, co
2017/2/21, 104, 56, 38, 33, 7, 6
2017/2/22, 112, 53, 34, 50, 9, 8
2017/2/23, 108, 45, 45, 24, 7, 4
2017/2/24, 95, 45, 42, 29, 8, 5
2017/2/25, 83, 58, 46, 38, 10, 6
2017/2/26, 124, 54, 47, 38, 10, 6
2017/2/27, 114, 47, 38, 37, 9, 5
2017/2/28, 85, 51, 53, 43, 11, 7
2017/3/1, 100, 59, 68, 51, 13, 7
2017/3/2, 124, 43, 53, 30, 6, 6
2017/3/3, 99, 50, 39, 39, 11, 6
2017/3/4, 91, 54, 51, 44, 12, 7
2017/3/5, 101, 52, 50, 46, 17, 7
2017/3/6, 101, 51, 51, 31, 9, 5
2017/3/7, 102, 42, 46, 27, 9, 6
2017/3/8, 83, 49, 44, 30, 8, 6
2017/3/9, 88, 61, 55, 33, 10, 7
2017/3/10, 100, 63, 51, 39, 12, 7
2017/3/11, 121, 60, 62, 56, 18, 8
2017/3/12, 119, 60, 74, 54, 22, 7
2017/3/13, 123, 65, 68, 41, 18, 7
2017/3/14, 132, 52, 51, 36, 13, 6
2017/3/15, 101, 48, 48, 35, 8, 6
2017/3/16, 89, 52, 53, 44, 10, 7
2017/3/17, 97, 67, 71, 58, 13, 7
2017/3/18, 140, 78, 66, 73, 14, 9
2017/3/19, 151, 68, 99, 50, 19, 8
2017/3/20, 152, 73, 69, 53, 18, 8
2017/3/21, 156, 53, 55, 31, 7, 6
2017/3/22, 115, 69, 56, 45, 10, 7
2017/3/23, 144, 74, 67, 51, 15, 9
2017/3/24, 146, 52, 47, 31, 9, 7
2017/3/25, 96, 44, 51, 33, 9, 7
2017/3/26, 84, 40, 45, 27, 8, 7
2017/3/27, 87, 59, 59, 31, 7, 7
2017/3/28, 141, 66, 63, 39, 9, 7
2017/3/29, 133, 58, 52, 45, 10, 6
2017/3/30, 135, 68, 86, 45, 11, 8
2017/3/31, 145, 60, 55, 35, 9, 7
2017/4/1, 114, 42, 54, 34, 7, 7
2016/10/2, 88, 38, 40, 31, 12, 5
2016/10/3, 84, 44, 24, 25, 18, 5
2016/10/4, 92, 45, 43, 27, 11, 5
2016/10/5, 78, 33, 37, 19, 7, 4
2016/10/6, 59, 45, 55, 31, 9, 5
2016/10/7, 82, 40, 39, 29, 8, 4
2016/10/8, 69, 35, 26, 33, 8, 6
2016/10/9, 78, 36, 38, 29, 6, 5
2016/10/10, 69, 36, 30, 33, 7, 5
2016/10/11, 62, 45, 26, 35, 9, 6
2016/10/12, 76, 54, 56, 45, 11, 6
2016/10/13, 112, 54, 35, 43, 11, 7
2016/10/14, 95, 57, 60, 56, 12, 7
2016/10/15, 115, 61, 54, 50, 14, 7
2016/10/16, 133, 41, 32, 41, 8, 6
2016/10/17, 79, 37, 35, 42, 20, 6
2016/10/18, 83, 55, 42, 45, 9, 7
2016/10/19, 120, 56, 43, 45, 15, 6
