date, pm25, pm10, o3, no2, so2, co
2020/4/28, 14, , , 2, 1, 2
2020/4/29, 15, , , 4, 1, 2
2020/4/30, 16, , , 5, 1, 2
2020/5/1, 24, , , 2, , 2
2020/5/2, 14, , , 12, 1, 4
2020/5/3, 45, , , 1, 2, 2
2020/5/4, 19, , , 2, , 2
2020/5/5, 13, , , 2, , 2
2020/5/6, 17, , , 4, 1, 1
2020/5/7, 23, , , 2, , 1
2020/5/8, 17, , , 2, , 1
2020/5/9, 6, , , 3, 1, 2
2020/5/10, 12, , , 2, , 2
2020/5/11, 14, , , 2, , 2
2020/5/12, 4, , , 2, , 2
2020/5/13, 14, , , 7, , 2
2020/5/14, 28, , , 2, , 2
2020/5/15, 20, , , 3, 1, 2
2020/5/16, 27, , , 4, 10, 2
2020/5/17, 31, , , 3, 2, 2
2020/5/18, 34, , , 2, 1, 2
2020/5/19, 24, , , 2, 1, 2
2020/5/20, 27, , , 3, , 2
2020/5/21, 23, , , 2, 2, 2
2020/5/22, 6, , , 1, , 2
2020/5/23, 3, , , 2, , 2
2020/5/24, 40, , , 4, 1, 2
2020/5/25, 23, , , 4, 1, 2
2020/5/26, 25, , , 1, , 2
2020/5/27, 10, , , 1, , 2
2020/5/28, 3, , , 4, 2, 2
2020/5/29, 15, , , 2, , 2
2020/5/30, 20, , , 2, , 2
2020/5/31, 22, , , 1, , 2
2020/6/1, 24, , , 1, , 2
2020/6/2, 16, , , 2, 4, 2
2020/6/3, 17, , , 1, , 2
2020/6/4, 9, , , 2, , 2
2020/6/5, 13, , , 5, 3, 2
2020/6/6, 25, , , 2, 1, 2
2020/6/7, 21, , , 1, , 2
2020/6/8, 10, , , 1, , 2
2020/6/9, 12, , , 3, , 2
2020/6/10, 17, , , 4, , 1
2020/6/11, 17, , , 8, 4, 2
2020/6/12, 21, , , 2, , 1
2020/6/13, 23, , , 4, 3, 1
2020/6/14, 24, , , 1, , 1
2020/6/15, 16, , , 1, 1, 1
2020/6/16, 8, , , 4, 2, 
2020/6/17, 15, , , 2, , 1
2020/6/18, 10, , , 3, , 1
2020/6/19, 26, , , 5, 3, 1
2020/6/20, 40, , , 5, 2, 1
2020/6/21, 38, , , 2, , 1
2020/6/22, 11, , , 3, , 1
2020/6/23, 13, , , 3, 1, 1
2020/6/24, 17, , , 3, 2, 1
2020/6/25, 13, , , 2, 2, 1
2020/6/26, 13, , , 5, 3, 1
2020/6/27, 21, , , 2, , 1
2020/6/28, 7, , , 2, , 1
2020/6/29, 11, , , 2, , 1
2020/6/30, 21, , , 5, 1, 1
2020/7/1, 15, , , 1, 1, 1
2020/1/2, 38, , , 7, , 4
2020/1/3, 11, , , 13, 1, 4
2020/1/4, 7, , , 8, , 4
2020/1/5, 14, , , 11, , 4
2020/1/6, 7, , , 18, 1, 6
2020/1/7, 24, , , 13, 1, 5
2020/1/8, 20, , , 8, , 5
2020/1/9, 23, , , 12, , 6
2020/1/10, 18, , , 18, 1, 5
2020/1/11, 33, , , 8, 1, 5
2020/1/12, 23, , , 3, , 5
2020/1/13, 12, , , 7, 1, 5
2020/1/14, 15, , , 17, 1, 7
2020/1/15, 30, , , 27, 1, 5
2020/1/16, 40, , , 15, 1, 1
2020/1/17, 33, , , 8, 1, 1
2020/1/18, 24, , , 19, 3, 2
2020/1/19, 31, , , 11, 1, 1
2020/1/20, 36, , , 35, 1, 6
2020/1/21, 70, , , 34, 1, 4
2020/1/22, 45, , , 22, 1, 2
2020/1/23, 55, , , 19, 1, 2
2020/1/24, 35, , , 41, 1, 6
2020/1/25, 85, , , 29, 1, 5
2020/1/26, 89, , , 17, 1, 2
2020/1/27, 61, , , 17, , 3
2020/1/28, 59, , , 33, 1, 6
2020/1/29, 81, , , 21, 1, 2
2020/1/30, 31, , , 11, 1, 1
2020/1/31, 12, , , 11, 1, 1
2020/2/1, 10, , , 9, , 1
2020/2/2, 9, , , 5, 4, 1
2020/2/3, 8, , , 19, 2, 2
2020/2/4, 30, , , 24, , 3
2020/2/5, 32, , , 10, 1, 2
2020/2/6, 12, , , 5, , 
2020/2/7, 5, , , 13, , 6
2020/2/8, 17, , , 20, 1, 3
2020/2/9, 25, , , 4, 1, 2
2020/2/10, 8, , , 8, , 2
2020/2/11, 10, , , 8, , 2
2020/2/12, 16, , , 9, 1, 2
2020/2/13, 20, , , 12, , 3
2020/2/14, 33, , , 10, , 2
2020/2/15, 14, , , 12, 2, 3
2020/2/16, 27, , , 17, 4, 3
2020/2/17, 39, , , 8, 1, 4
2020/2/18, 15, , , 20, 1, 4
2020/2/19, 32, , , 23, , 4
2020/2/20, 55, , , 25, , 4
2020/2/21, 32, , , 26, 3, 4
2020/2/22, 35, , , 8, , 3
2020/2/23, 14, , , 20, 3, 4
2020/2/24, 25, , , 29, , 5
2020/2/25, 43, , , 21, 1, 4
2020/2/26, 59, , , 20, , 4
2020/2/27, 30, , , 12, , 3
2020/2/28, 11, , , 16, , 4
2020/2/29, 14, , , 5, 4, 3
2020/3/1, 18, , , 4, 1, 4
2020/3/2, 23, , , 2, 1, 3
2020/3/3, 5, , , 8, 1, 3
2020/3/4, 15, , , 13, , 4
2020/3/5, 19, , , 14, 1, 4
2020/3/6, 13, , , 8, , 4
2020/3/7, 21, , , 5, 1, 4
2020/3/8, 20, , , 11, 4, 4
2020/3/9, 23, , , 13, 1, 4
2020/3/10, 22, , , 15, , 4
2020/3/11, 23, , , 4, 1, 4
2020/3/12, 11, , , 6, 2, 4
2020/3/13, 20, , , 3, , 4
2020/3/14, 15, , , 5, 4, 4
2020/3/15, 21, , , 15, 2, 5
2020/3/16, 35, , , 15, 2, 4
2020/3/17, 19, , , 11, 1, 4
2020/3/18, 39, , , 9, 1, 4
2020/3/19, 42, , , 13, 1, 2
2020/3/20, 46, , , 10, 6, 2
2020/3/21, 50, , , 12, , 2
2020/3/22, 43, , , 10, 1, 2
2020/3/23, 14, , , 6, 9, 2
2020/3/24, 41, , , 5, 7, 2
2020/3/25, 16, , , 7, 2, 
2020/3/26, 24, , , 6, 1, 2
2020/3/27, 21, , , 8, 1, 2
2020/3/28, 20, , , 4, 15, 2
2020/3/29, 29, , , , , 
2019/10/2, 23, , , 5, , 1
2019/10/3, 21, , , 6, 1, 1
2019/10/4, 20, , , 5, , 2
2019/10/5, 10, , , , , 
2019/10/10, 3, , , 11, 3, 3
2019/10/11, 15, , , 16, 2, 3
2019/10/12, 37, , , 11, 1, 3
2019/10/13, 44, , , 11, 1, 3
2019/10/14, 39, , , 5, , 2
2019/10/15, 6, , , 4, , 2
2019/10/16, 21, , , 8, 2, 3
2019/10/17, 23, , , 11, , 3
2019/10/18, 26, , , 15, 1, 4
2019/10/19, 18, , , 9, 1, 3
2019/10/20, 10, , , 6, , 3
2019/10/21, 14, , , 12, , 3
2019/10/22, 20, , , 10, 1, 4
2019/10/23, 26, , , 5, , 3
2019/10/24, 4, , , 8, 3, 3
2019/10/25, 7, , , 8, , 3
2019/10/26, 10, , , 2, , 3
2019/10/27, 3, , , 7, , 3
2019/10/28, 4, , , 3, , 3
2019/10/29, 2, , , 9, 5, 4
2019/10/30, 8, , , 10, , 4
2019/10/31, 20, , , 5, , 4
2019/11/1, 14, , , 7, 4, 4
2019/11/2, 17, , , 5, , 4
2019/11/3, 10, , , 4, , 4
2019/11/4, 14, , , 9, , 4
2019/11/5, 33, , , 11, , 5
2019/11/6, 24, , , 16, 2, 5
2019/11/7, 15, , , 28, 1, 6
2019/11/8, 30, , , 12, , 4
2019/11/9, 24, , , 5, 1, 1
2019/11/10, 10, , , 10, 2, 3
2019/11/11, 10, , , 18, 1, 3
2019/11/12, 38, , , 20, , 3
2019/11/13, 32, , , 15, 1, 3
2019/11/14, 27, , , 10, , 3
2019/11/15, 38, , , , , 
2019/12/9, 23, , , , , 
2019/12/15, 35, , , 11, , 3
2019/12/16, 18, , , 14, 1, 4
2019/12/17, 16, , , 24, , 4
2019/12/18, 32, , , 18, 5, 4
2019/12/19, 28, , , 11, 1, 3
2019/12/20, 53, , , 20, 1, 6
2019/12/21, 53, , , 21, 3, 5
2019/12/22, 85, , , 17, 1, 5
2019/12/23, 47, , , 19, 2, 5
2019/12/24, 48, , , 12, , 4
2019/12/25, 46, , , 8, , 4
2019/12/26, 24, , , 22, , 5
2019/12/27, 14, , , 19, , 5
2019/12/28, 13, , , 15, 1, 4
2019/12/29, 15, , , 22, , 7
2019/12/30, 40, , , , , 
2019/7/2, 26, , , 2, , 1
2019/7/3, 4, , , 4, 1, 1
2019/7/4, 6, , , 6, 1, 1
2019/7/5, 23, , , 6, 1, 1
2019/7/6, 17, , , 4, 2, 1
2019/7/7, 16, , , 5, 1, 1
2019/7/8, 13, , , 4, 3, 1
2019/7/9, 35, , , 4, 3, 1
2019/7/10, 36, , , 3, 1, 1
2019/7/11, 29, , , 4, 1, 1
2019/7/12, 22, , , 3, 1, 1
2019/7/13, 17, , , 3, 2, 1
2019/7/14, 29, , , 3, 1, 1
2019/7/15, 23, , , 3, 2, 1
2019/7/16, 32, , , 5, 1, 1
2019/7/17, 17, , , 5, 1, 1
2019/7/18, 16, , , 3, 1, 1
2019/7/19, 7, , , 3, 1, 1
2019/7/20, 10, , , 2, , 1
2019/7/21, 20, , , , , 
2019/7/23, 11, , , 7, 6, 1
2019/7/24, 23, , , 5, 1, 1
2019/7/25, 17, , , 1, , 
2019/7/26, 10, , , 3, 2, 1
2019/7/27, 18, , , 2, 1, 
2019/7/28, 12, , , 1, , 
2019/7/29, 13, , , 4, 2, 1
2019/7/30, 20, , , 5, 2, 1
2019/7/31, 22, , , 6, 2, 1
2019/8/1, 21, , , 6, 2, 1
2019/8/2, 22, , , 7, 1, 1
2019/8/3, 31, , , 2, , 
2019/8/4, 19, , , 2, , 1
2019/8/5, 19, , , 2, , 
2019/8/6, 18, , , 2, 2, 
2019/8/7, 7, , , 3, , 1
2019/8/8, 17, , , 3, 1, 
2019/8/9, 18, , , 2, , 
2019/8/10, 3, , , 3, 2, 
2019/8/11, 7, , , 2, , 
2019/8/12, 7, , , 5, 2, 
2019/8/13, 15, , , 3, , 1
2019/8/14, 16, , , 4, 4, 1
2019/8/15, 34, , , 3, 1, 
2019/8/16, 34, , , 2, , 
2019/8/17, 4, , , 2, , 
2019/8/18, 2, , , 5, 3, 
2019/8/19, 13, , , 6, 2, 
2019/8/20, 23, , , 5, 1, 1
2019/8/21, 33, , , 3, , 
2019/8/22, 18, , , 5, , 
2019/8/23, 15, , , 5, 1, 
2019/8/24, 10, , , 4, , 
2019/8/25, 13, , , 2, , 
2019/8/26, 8, , , 3, , 2
2019/8/27, 14, , , 6, , 2
2019/8/28, 23, , , 2, , 1
2019/8/29, 7, , , 7, 2, 3
2019/8/30, 13, , , 11, 1, 2
2019/8/31, 16, , , 7, , 2
2019/9/1, 15, , , 4, 1, 2
2019/9/2, 12, , , 2, , 1
2019/9/3, 20, , , 7, 2, 2
2019/9/4, 26, , , 7, 3, 1
2019/9/5, 23, , , 3, , 1
2019/9/6, 15, , , 8, 1, 2
2019/9/7, 22, , , 5, 1, 2
2019/9/8, 21, , , 3, 2, 1
2019/9/9, 11, , , 3, 2, 1
2019/9/10, 11, , , 2, , 1
2019/9/11, 7, , , 3, , 1
2019/9/12, 10, , , 4, , 1
2019/9/13, 9, , , 5, 1, 2
2019/9/14, 11, , , 8, 5, 2
2019/9/15, 21, , , 6, 1, 2
2019/9/16, 15, , , 5, , 1
2019/9/17, 10, , , 9, 4, 2
2019/9/18, 14, , , 10, 2, 3
2019/9/19, 26, , , 8, 1, 1
2019/9/20, 14, , , 3, , 1
2019/9/21, 9, , , 8, 2, 2
2019/9/22, 16, , , 6, 1, 2
2019/9/23, 19, , , 3, , 1
2019/9/24, 5, , , 3, , 1
2019/9/25, 4, , , 4, , 1
2019/9/26, 3, , , 5, 1, 1
2019/9/27, 5, , , 5, 1, 1
2019/9/28, 22, , , 7, 1, 1
2019/9/29, 11, , , 6, 3, 
2019/9/30, 5, , , 7, 1, 
2019/10/1, 5, , , 5, , 1
2019/4/2, 17, , , 7, 1, 2
2019/4/3, 16, , , 9, 1, 3
2019/4/4, 27, , , 10, 4, 2
2019/4/5, 50, , , 5, 1, 2
2019/4/6, 28, , , 5, , 3
2019/4/7, 40, , , 9, , 4
2019/4/8, 21, , , 6, , 3
2019/4/9, 15, , , 8, , 3
2019/4/10, 22, , , 5, 2, 2
2019/4/11, 24, , , 6, , 2
2019/4/12, 25, , , 9, 6, 3
2019/4/13, 33, , , 8, 1, 3
2019/4/14, 18, , , 13, , 5
2019/4/15, 32, , , , , 
2019/4/18, 3, , , 9, 1, 1
2019/4/19, 15, , , 2, 1, 1
2019/4/20, 7, , , 4, , 1
2019/4/21, 10, , , 10, 2, 2
2019/4/22, 30, , , 8, , 1
2019/4/23, 25, , , 7, , 1
2019/4/24, 18, , , 3, , 1
2019/4/25, 21, , , 5, , 1
2019/4/26, 10, , , 7, 2, 2
2019/4/27, 22, , , 2, 3, 1
2019/4/28, 27, , , 8, 2, 1
2019/4/29, 22, , , 8, , 1
2019/4/30, 14, , , 3, 1, 1
2019/5/1, 13, , , 3, 1, 1
2019/5/2, 22, , , 7, 4, 1
2019/5/3, 41, , , 5, , 2
2019/5/4, 9, , , 2, , 2
2019/5/5, 4, , , 10, , 2
2019/5/6, 24, , , 5, 1, 2
2019/5/7, 35, , , 5, 4, 2
2019/5/8, 30, , , 8, 4, 2
2019/5/9, 32, , , 12, 3, 2
2019/5/10, 23, , , 5, 1, 2
2019/5/11, 16, , , 10, , 3
2019/5/12, 28, , , 1, , 2
2019/5/13, 28, , , 6, 3, 2
2019/5/14, 27, , , 6, 2, 2
2019/5/15, 20, , , 5, 2, 2
2019/5/16, 32, , , 6, 1, 2
2019/5/17, 15, , , 2, , 2
